Layer	Row	Module	Channel	Pedestal	Sigma
1	3	0	18	115.098	2.581
1	3	0	19	126.176	2.429
1	3	0	20	170.356	2.555
1	3	0	21	141.719	2.632
1	3	0	22	133.430	2.401
1	3	0	23	100.026	2.582
1	3	0	24	126.818	2.785
1	3	0	25	101.479	2.541
1	3	0	26	102.849	2.240
1	3	0	27	98.209	2.301
1	3	0	28	120.668	2.652
1	3	0	29	112.522	2.566
1	3	0	30	130.229	2.467
1	3	0	31	116.157	2.242
1	3	1	0	92.519	2.173
1	3	1	1	121.023	2.315
1	3	1	2	119.244	2.476
1	3	1	3	125.201	2.429
1	3	1	4	107.300	2.257
1	3	1	5	113.503	2.612
1	3	1	6	121.879	2.271
1	3	1	7	99.825	2.445
1	3	1	8	119.083	2.904
1	3	1	9	103.448	2.882
1	3	1	10	73.533	2.454
1	3	1	11	81.230	2.320
1	3	1	12	81.553	2.651
1	3	1	13	113.878	3.441
1	3	1	14	112.429	3.522
1	3	1	15	83.647	3.424
1	3	1	16	134.531	2.792
1	3	1	17	96.302	2.168
1	3	1	18	172.083	2.240
1	3	1	19	94.526	2.182
1	3	1	20	107.855	2.102
1	3	1	21	113.560	2.393
1	3	1	22	85.650	2.075
1	3	1	23	130.659	2.505
1	3	1	24	124.190	2.684
1	3	1	25	78.390	1.987
1	3	1	26	100.924	1.796
1	3	1	27	122.450	2.589
1	3	1	28	87.177	1.969
1	3	1	29	126.986	2.359
1	3	1	30	96.675	2.001
1	3	1	31	95.681	2.288
1	3	2	0	98.626	2.445
1	3	2	1	112.103	2.693
1	3	2	2	113.157	2.769
1	3	2	3	143.287	2.633
1	3	2	4	109.849	2.580
1	3	2	5	138.516	2.722
1	3	2	6	178.441	2.937
1	3	2	7	89.285	2.751
1	3	2	8	106.223	3.140
1	3	2	9	113.334	3.220
1	3	2	10	92.849	3.025
1	3	2	11	87.553	2.717
1	3	2	12	142.063	3.134
1	3	2	13	129.431	3.428
1	3	2	14	113.037	3.726
1	3	2	15	141.755	4.430
1	3	2	16	132.977	4.382
1	3	2	17	82.334	2.736
1	3	2	18	108.986	2.953
1	3	2	19	84.069	2.428
1	3	2	20	108.265	2.839
1	3	2	21	126.010	3.068
1	3	2	22	95.062	2.583
1	3	2	23	100.347	2.712
1	3	2	24	68.960	2.215
1	3	2	25	117.359	2.735
1	3	2	26	76.321	2.444
1	3	2	27	72.130	2.116
1	3	2	28	164.408	2.519
1	3	2	29	128.077	2.788
1	3	2	30	117.026	2.779
1	3	2	31	99.101	2.435
1	3	3	0	107.771	2.210
1	3	3	1	84.927	2.129
1	3	3	2	100.869	2.331
1	3	3	3	79.551	2.213
1	3	3	4	85.510	2.072
1	3	3	5	86.396	2.403
1	3	3	6	122.702	2.363
1	3	3	7	83.212	2.119
1	3	3	8	113.041	2.946
1	3	3	9	103.203	2.798
1	3	3	10	94.080	2.714
1	3	3	11	120.535	2.513
1	3	3	12	111.454	2.821
1	3	3	13	78.797	2.983
1	3	3	14	111.000	3.297
1	3	3	15	103.330	3.613
1	3	3	16	119.564	2.776
1	3	3	17	135.591	2.276
1	3	3	18	108.770	2.184
1	3	3	19	111.678	2.379
1	3	3	20	111.006	2.318
1	3	3	21	118.207	2.230
1	3	3	22	105.003	2.111
1	3	3	23	87.822	2.178
1	3	3	24	79.012	2.053
1	3	3	25	117.261	2.211
1	3	3	26	133.641	2.233
1	3	3	27	76.064	1.781
1	3	3	28	102.395	2.249
1	3	3	29	77.687	1.994
1	3	3	30	103.033	2.034
1	3	3	31	78.329	1.957
1	3	4	0	111.101	2.117
1	3	4	1	69.620	1.780
1	3	4	2	100.506	2.196
1	3	4	3	135.791	2.510
1	3	4	4	105.698	2.213
1	3	4	5	140.545	2.175
1	3	4	6	133.636	2.108
1	3	4	7	135.369	2.282
1	3	4	8	114.943	2.750
1	3	4	9	177.665	2.868
1	3	4	10	87.553	2.509
1	3	4	11	71.264	2.459
1	3	4	12	93.980	2.555
1	3	4	13	139.523	2.886
1	3	4	14	135.187	3.145
1	3	4	15	100.443	3.323
1	3	4	16	145.701	2.477
1	3	4	17	117.494	7.421
1	3	4	18	115.609	2.323
1	3	4	19	117.710	2.217
1	3	4	20	118.528	2.033
1	3	4	21	106.302	2.103
1	3	4	22	96.273	2.062
1	3	4	23	104.959	2.198
1	3	4	24	132.298	2.251
1	3	4	25	124.151	2.315
1	3	4	26	124.644	2.376
1	3	4	27	163.891	2.199
1	3	4	28	81.085	2.066
1	3	4	29	122.529	2.152
1	3	4	30	148.954	2.107
1	3	4	31	108.970	2.119
1	3	5	0	127.831	2.329
1	3	5	1	125.883	2.339
1	3	5	2	85.914	1.914
1	3	5	3	98.830	2.269
1	3	5	4	104.582	2.318
1	3	5	5	114.547	2.260
1	3	5	6	115.816	2.358
1	3	5	7	137.337	2.455
1	3	5	8	130.517	2.889
1	3	5	9	102.586	2.680
1	3	5	10	164.476	2.678
1	3	5	11	105.708	2.691
1	3	5	12	92.937	2.537
1	3	5	13	95.765	3.036
1	3	5	14	79.947	2.928
1	3	5	15	103.826	3.375
1	3	5	16	86.264	2.134
1	3	5	17	123.368	2.304
1	3	5	18	132.953	2.251
1	3	5	19	100.048	1.932
1	3	5	20	145.310	2.343
1	3	5	21	100.334	2.162
1	3	5	22	131.670	2.278
1	3	5	23	127.720	2.390
1	3	5	24	116.894	2.045
1	3	5	25	113.304	2.382
1	3	5	26	109.019	2.192
1	3	5	27	98.657	2.232
1	3	5	28	99.894	2.101
1	3	5	29	151.987	2.036
1	3	5	30	101.014	2.083
1	3	5	31	135.836	2.089
1	4	0	0	88.030	2.218
1	4	0	1	112.709	2.163
1	4	0	2	130.674	2.289
1	4	0	3	86.982	2.337
1	4	0	4	134.898	2.406
1	4	0	5	131.272	2.431
1	4	0	6	137.391	2.504
1	4	0	7	120.770	2.537
1	4	0	8	140.673	3.296
1	4	0	9	80.890	2.802
1	4	0	10	101.448	2.876
1	4	0	11	71.467	2.430
1	4	0	12	129.390	3.159
1	4	0	13	76.058	2.923
1	4	0	14	106.919	3.993
1	4	0	15	124.792	5.108
1	4	0	16	69.129	3.401
1	4	0	17	126.047	2.811
1	4	0	18	129.395	2.705
1	4	0	19	102.662	2.550
1	4	0	20	143.875	2.570
1	4	0	21	107.253	2.354
1	4	0	22	139.241	2.776
1	4	0	23	81.972	2.724
1	4	0	24	106.118	2.616
1	4	0	25	111.120	2.634
1	4	0	26	146.001	2.361
1	4	0	27	116.039	2.393
1	4	0	28	105.247	1.995
1	4	0	29	120.662	2.481
1	4	0	30	124.106	2.442
1	4	0	31	120.121	2.433
1	4	1	0	120.925	2.208
1	4	1	1	93.470	9.100
1	4	1	2	135.273	2.308
1	4	1	3	85.636	2.116
1	4	1	4	67.263	2.131
1	4	1	5	93.251	2.545
1	4	1	6	140.812	2.486
1	4	1	7	82.863	2.199
1	4	1	8	110.432	3.170
1	4	1	9	86.843	2.339
1	4	1	10	124.960	2.848
1	4	1	11	115.144	2.524
1	4	1	12	91.428	2.496
1	4	1	13	125.439	3.193
1	4	1	14	142.839	3.184
1	4	1	15	105.803	3.687
1	4	1	16	122.597	2.285
1	4	1	17	125.226	2.521
1	4	1	18	81.187	1.921
1	4	1	19	103.120	2.177
1	4	1	20	146.086	2.254
1	4	1	21	82.660	2.000
1	4	1	22	84.858	2.008
1	4	1	23	113.189	2.555
1	4	1	24	131.809	2.339
1	4	1	25	110.618	2.473
1	4	1	26	131.479	2.350
1	4	1	27	97.400	2.228
1	4	1	28	75.103	2.026
1	4	1	29	126.312	2.292
1	4	1	30	104.711	2.171
1	4	1	31	113.880	2.035
1	4	2	0	120.167	10.926
1	4	2	1	115.390	2.175
1	4	2	2	141.605	2.163
1	4	2	3	71.421	1.812
1	4	2	4	119.399	0.946
1	4	2	5	165.142	2.503
1	4	2	6	121.892	2.599
1	4	2	7	130.668	2.145
1	4	2	8	112.107	2.861
1	4	2	9	115.501	2.774
1	4	2	10	104.248	2.539
1	4	2	11	99.493	2.624
1	4	2	12	118.590	2.873
1	4	2	13	145.378	2.948
1	4	2	14	120.719	0.907
1	4	2	15	138.636	3.776
1	4	2	16	100.721	2.511
1	4	2	17	113.667	2.558
1	4	2	18	106.698	2.181
1	4	2	19	180.094	2.300
1	4	2	20	157.406	2.485
1	4	2	21	131.294	2.256
1	4	2	22	130.795	2.670
1	4	2	23	116.145	2.355
1	4	2	24	163.054	2.283
1	4	2	25	141.066	2.407
1	4	2	26	104.385	2.219
1	4	2	27	136.262	2.115
1	4	2	28	96.833	2.133
1	4	2	29	101.629	2.163
1	4	2	30	101.313	1.928
1	4	2	31	137.633	2.132
1	4	3	0	79.734	2.055
1	4	3	1	80.471	2.118
1	4	3	2	117.910	2.375
1	4	3	3	107.094	2.237
1	4	3	4	91.904	2.158
1	4	3	5	109.752	2.499
1	4	3	6	108.490	2.506
1	4	3	7	134.845	9.440
1	4	3	8	119.873	2.943
1	4	3	9	103.169	2.698
1	4	3	10	116.156	2.685
1	4	3	11	87.011	2.527
1	4	3	12	74.450	2.326
1	4	3	13	87.461	2.751
1	4	3	14	113.408	2.977
1	4	3	15	108.797	3.522
1	4	3	16	137.406	2.129
1	4	3	17	90.711	1.911
1	4	3	18	121.208	2.120
1	4	3	19	117.007	2.013
1	4	3	20	164.489	2.306
1	4	3	21	117.371	2.250
1	4	3	22	98.985	2.194
1	4	3	23	91.403	2.096
1	4	3	24	118.077	2.456
1	4	3	25	152.172	2.329
1	4	3	26	86.637	2.096
1	4	3	27	110.746	2.279
1	4	3	28	115.006	2.238
1	4	3	29	82.301	2.018
1	4	3	30	82.319	1.981
1	4	3	31	145.907	2.089
1	4	4	0	103.128	2.302
1	4	4	1	144.764	2.135
1	4	4	2	122.052	2.408
1	4	4	3	127.854	2.397
1	4	4	4	126.532	2.509
1	4	4	5	109.329	2.310
1	4	4	6	108.451	2.062
1	4	4	7	115.879	2.421
1	4	4	8	82.473	2.418
1	4	4	9	91.563	2.552
1	4	4	10	142.063	2.745
1	4	4	11	109.191	3.429
1	4	4	12	119.680	2.966
1	4	4	13	158.359	3.269
1	4	4	14	89.603	2.985
1	4	4	15	125.014	3.322
1	4	4	16	126.097	2.326
1	4	4	17	128.515	2.394
1	4	4	18	131.473	2.139
1	4	4	19	81.292	2.311
1	4	4	20	124.649	2.618
1	4	4	21	84.238	2.061
1	4	4	22	112.228	2.435
1	4	4	23	149.845	2.176
1	4	4	24	74.399	2.000
1	4	4	25	104.816	2.325
1	4	4	26	131.708	2.233
1	4	4	27	82.958	1.912
1	4	4	28	127.601	2.416
1	4	4	29	141.635	2.366
1	4	4	30	83.132	2.006
1	4	4	31	121.882	2.253
1	4	5	0	107.714	2.311
1	4	5	1	116.608	2.271
1	4	5	2	145.008	2.263
1	4	5	3	124.978	2.342
1	4	5	4	140.399	2.267
1	4	5	5	111.555	2.558
1	4	5	6	161.677	2.344
1	4	5	7	132.010	2.564
1	4	5	8	159.667	2.888
1	4	5	9	114.151	2.814
1	4	5	10	154.437	2.683
1	4	5	11	144.742	2.666
1	4	5	12	126.955	2.950
1	4	5	13	75.009	2.524
1	4	5	14	110.762	2.766
1	4	5	15	133.626	2.786
1	4	5	16	166.478	2.886
1	4	5	17	134.960	2.278
1	4	5	18	128.538	2.519
1	4	5	19	81.009	2.170
1	4	5	20	90.460	2.150
1	4	5	21	186.600	2.312
1	4	5	22	125.612	2.588
1	4	5	23	158.136	2.428
1	4	5	24	147.577	2.368
1	4	5	25	133.448	2.329
1	4	5	26	169.406	2.103
1	4	5	27	129.298	2.431
1	4	5	28	111.869	2.274
1	4	5	29	94.555	2.306
1	4	5	30	156.546	2.325
1	4	5	31	140.814	2.286
1	5	0	0	130.118	2.270
1	5	0	1	111.956	2.714
1	5	0	2	129.607	2.617
1	5	0	3	182.083	2.810
1	5	0	4	143.955	2.612
1	5	0	5	151.332	2.669
1	5	0	6	169.535	2.717
1	5	0	7	102.776	2.760
1	5	0	8	170.071	3.591
1	5	0	9	183.417	3.270
1	5	0	10	94.703	2.849
1	5	0	11	122.983	2.864
1	5	0	12	141.580	2.750
1	5	0	13	110.800	3.125
1	5	0	14	133.755	3.562
1	5	0	15	122.363	4.889
1	5	0	16	153.292	3.715
1	5	0	17	132.769	2.825
1	5	0	18	144.322	2.740
1	5	0	19	164.314	2.632
1	5	0	20	145.877	2.642
1	5	0	21	150.676	2.838
1	5	0	22	152.308	2.892
1	5	0	23	160.604	2.607
1	5	0	24	133.128	2.804
1	5	0	25	165.682	2.634
1	5	0	26	118.623	2.444
1	5	0	27	112.081	2.789
1	5	0	28	136.266	2.460
1	5	0	29	149.802	2.489
1	5	0	30	133.296	2.156
1	5	0	31	179.478	2.553
1	5	1	0	147.004	2.806
1	5	1	1	164.551	2.733
1	5	1	2	135.680	2.889
1	5	1	3	143.918	3.288
1	5	1	4	140.847	3.065
1	5	1	5	150.515	3.310
1	5	1	6	141.471	3.161
1	5	1	7	127.635	3.201
1	5	1	8	117.163	3.510
1	5	1	9	146.469	3.214
1	5	1	10	182.398	3.245
1	5	1	11	152.582	3.240
1	5	1	12	100.624	3.085
1	5	1	13	143.747	3.264
1	5	1	14	110.305	3.418
1	5	1	15	152.924	3.813
1	5	1	16	174.962	3.510
1	5	1	17	163.491	3.215
1	5	1	18	140.280	2.890
1	5	1	19	115.162	3.154
1	5	1	20	163.759	3.010
1	5	1	21	112.629	3.070
1	5	1	22	139.076	3.026
1	5	1	23	164.827	3.271
1	5	1	24	157.059	3.176
1	5	1	25	119.584	3.144
1	5	1	26	161.017	2.898
1	5	1	27	151.581	3.136
1	5	1	28	128.939	3.206
1	5	1	29	158.453	3.169
1	5	1	30	117.635	2.983
1	5	1	31	107.960	2.722
1	5	2	0	137.940	2.215
1	5	2	1	123.354	2.522
1	5	2	2	110.147	2.416
1	5	2	3	129.674	2.488
1	5	2	4	99.384	2.165
1	5	2	5	145.721	2.556
1	5	2	6	104.687	2.312
1	5	2	7	117.069	2.349
1	5	2	8	105.493	2.900
1	5	2	9	118.546	2.950
1	5	2	10	122.404	2.857
1	5	2	11	155.989	2.540
1	5	2	12	116.456	2.852
1	5	2	13	96.630	3.027
1	5	2	14	124.627	3.324
1	5	2	15	100.507	3.584
1	5	2	16	134.905	2.805
1	5	2	17	125.995	2.418
1	5	2	18	138.540	2.375
1	5	2	19	95.489	2.314
1	5	2	20	141.287	2.479
1	5	2	21	74.262	2.202
1	5	2	22	123.140	2.264
1	5	2	23	159.381	2.599
1	5	2	24	167.170	2.456
1	5	2	25	95.468	2.163
1	5	2	26	124.332	2.503
1	5	2	27	116.115	2.115
1	5	2	28	134.775	2.192
1	5	2	29	177.260	2.301
1	5	2	30	189.862	2.399
1	5	2	31	148.110	2.004
1	5	3	0	108.815	2.142
1	5	3	1	160.685	2.249
1	5	3	2	145.316	2.240
1	5	3	3	113.136	2.347
1	5	3	4	116.385	2.389
1	5	3	5	90.502	2.128
1	5	3	6	109.616	2.368
1	5	3	7	165.753	2.490
1	5	3	8	108.901	2.976
1	5	3	9	127.506	2.794
1	5	3	10	106.231	2.668
1	5	3	11	116.960	2.653
1	5	3	12	109.253	2.841
1	5	3	13	99.565	2.944
1	5	3	14	98.957	2.782
1	5	3	15	91.189	3.208
1	5	3	16	147.375	2.441
1	5	3	17	104.060	2.469
1	5	3	18	138.999	2.070
1	5	3	19	126.740	2.427
1	5	3	20	98.912	1.957
1	5	3	21	174.527	2.259
1	5	3	22	94.891	2.159
1	5	3	23	128.059	2.286
1	5	3	24	92.903	2.253
1	5	3	25	129.751	2.452
1	5	3	26	87.221	2.129
1	5	3	27	93.372	2.079
1	5	3	28	131.991	2.304
1	5	3	29	82.229	1.889
1	5	3	30	100.520	2.161
1	5	3	31	106.283	2.080
1	5	4	0	91.528	2.072
1	5	4	1	111.378	2.377
1	5	4	2	127.694	2.160
1	5	4	3	112.073	2.404
1	5	4	4	75.952	2.091
1	5	4	5	85.031	2.095
1	5	4	6	149.522	2.406
1	5	4	7	118.147	2.358
1	5	4	8	129.020	2.912
1	5	4	9	99.381	2.904
1	5	4	10	111.542	2.671
1	5	4	11	94.387	2.776
1	5	4	12	130.921	2.864
1	5	4	13	98.545	2.814
1	5	4	14	105.388	3.172
1	5	4	15	83.816	3.109
1	5	4	16	138.491	2.474
1	5	4	17	130.282	2.231
1	5	4	18	112.957	2.350
1	5	4	19	88.725	2.128
1	5	4	20	118.283	2.159
1	5	4	21	139.508	2.171
1	5	4	22	103.269	2.314
1	5	4	23	108.876	2.196
1	5	4	24	140.549	2.384
1	5	4	25	133.776	2.102
1	5	4	26	139.703	2.142
1	5	4	27	145.028	2.036
1	5	4	28	130.180	2.163
1	5	4	29	97.544	2.367
1	5	4	30	99.623	2.033
1	5	4	31	128.671	2.279
1	5	5	0	150.470	2.234
1	5	5	1	176.032	2.412
1	5	5	2	110.468	2.502
1	5	5	3	154.480	2.363
1	5	5	4	105.626	2.160
1	5	5	5	65.321	1.969
1	5	5	6	151.950	2.605
1	5	5	7	90.372	2.451
1	5	5	8	126.436	3.154
1	5	5	9	144.065	2.911
1	5	5	10	112.951	3.072
1	5	5	11	88.242	2.523
1	5	5	12	113.579	2.576
1	5	5	13	157.805	3.143
1	5	5	14	91.894	3.007
1	5	5	15	132.991	3.399
1	5	5	16	117.392	2.351
1	5	5	17	66.945	1.874
1	5	5	18	156.413	2.307
1	5	5	19	51.679	1.871
1	5	5	20	126.006	2.581
1	5	5	21	100.236	2.429
1	5	5	22	124.313	2.424
1	5	5	23	91.382	2.259
1	5	5	24	104.889	2.173
1	5	5	25	162.856	2.426
1	5	5	26	106.102	2.270
1	5	5	27	180.893	2.256
1	5	5	28	92.105	2.126
1	5	5	29	104.099	2.167
1	5	5	30	117.026	2.353
1	5	5	31	96.342	2.162
2	0	0	0	125.392	2.752
2	0	0	1	137.436	2.220
2	0	0	2	106.390	2.556
2	0	0	3	120.991	2.502
2	0	0	4	109.473	2.566
2	0	0	5	148.386	2.484
2	0	0	6	117.872	2.307
2	0	0	7	109.365	2.590
2	0	0	8	112.811	3.738
2	0	0	9	83.211	2.705
2	0	0	10	80.072	2.555
2	0	0	11	117.715	2.661
2	0	0	12	113.067	2.927
2	0	0	13	129.253	2.957
2	0	0	14	117.772	2.911
2	0	0	15	137.234	4.978
2	0	0	16	112.754	4.359
2	0	0	17	120.007	2.887
2	0	0	18	136.064	2.272
2	0	0	19	59.171	2.204
2	0	0	20	147.773	2.749
2	0	0	21	172.323	2.989
2	0	0	22	105.797	2.699
2	0	0	23	107.116	2.467
2	0	0	24	107.730	2.694
2	0	0	25	121.673	2.285
2	0	0	26	142.421	2.160
2	0	0	27	121.186	2.248
2	0	0	28	75.800	1.973
2	0	0	29	110.654	2.134
2	0	0	30	82.720	1.987
2	0	0	31	109.537	3.169
2	0	1	0	161.779	2.552
2	0	1	1	120.159	2.213
2	0	1	2	123.860	2.344
2	0	1	3	116.665	2.537
2	0	1	4	96.017	3.706
2	0	1	5	90.168	4.328
2	0	1	6	100.445	2.359
2	0	1	7	100.956	2.283
2	0	1	8	118.800	3.207
2	0	1	9	89.013	2.305
2	0	1	10	117.988	2.646
2	0	1	11	120.530	2.607
2	0	1	12	87.242	2.548
2	0	1	13	111.328	2.693
2	0	1	14	95.351	3.260
2	0	1	15	139.967	3.862
2	0	1	16	129.661	5.071
2	0	1	17	111.137	2.832
2	0	1	18	129.167	2.247
2	0	1	19	93.658	2.457
2	0	1	20	85.015	2.198
2	0	1	21	119.685	2.497
2	0	1	22	140.855	2.422
2	0	1	23	57.322	1.929
2	0	1	24	90.762	2.279
2	0	1	25	106.843	2.025
2	0	1	26	123.648	2.232
2	0	1	27	90.509	2.090
2	0	1	28	126.057	2.444
2	0	1	29	175.409	2.105
2	0	1	30	140.184	2.131
2	0	1	31	141.486	2.966
2	0	2	0	118.556	2.491
2	0	2	1	80.702	1.951
2	0	2	2	112.061	2.357
2	0	2	3	138.715	2.291
2	0	2	4	133.406	2.269
2	0	2	5	76.028	1.827
2	0	2	6	110.125	2.232
2	0	2	7	120.764	2.512
2	0	2	8	112.950	2.739
2	0	2	9	82.188	2.320
2	0	2	10	85.829	2.275
2	0	2	11	133.050	2.413
2	0	2	12	141.974	2.563
2	0	2	13	125.948	3.091
2	0	2	14	106.027	3.099
2	0	2	15	94.674	3.583
2	0	2	16	149.764	4.717
2	0	2	17	143.394	2.639
2	0	2	18	107.783	2.260
2	0	2	19	112.297	2.509
2	0	2	20	132.830	2.312
2	0	2	21	100.980	2.299
2	0	2	22	123.256	2.356
2	0	2	23	141.246	2.257
2	0	2	24	94.902	2.060
2	0	2	25	69.171	1.807
2	0	2	26	118.485	2.477
2	0	2	27	139.000	2.069
2	0	2	28	89.818	2.278
2	0	2	29	121.314	2.109
2	0	2	30	130.093	2.068
2	0	2	31	117.558	3.548
2	0	3	0	100.508	2.349
2	0	3	1	98.408	1.915
2	0	3	2	130.204	2.280
2	0	3	3	147.134	2.161
2	0	3	4	115.191	2.138
2	0	3	5	96.280	2.113
2	0	3	6	103.368	2.172
2	0	3	7	82.161	2.083
2	0	3	8	76.136	2.362
2	0	3	9	103.375	2.475
2	0	3	10	64.298	2.252
2	0	3	11	79.362	2.421
2	0	3	12	77.722	2.423
2	0	3	13	107.434	2.609
2	0	3	14	106.783	2.875
2	0	3	15	88.399	3.219
2	0	3	16	137.632	4.004
2	0	3	17	114.066	2.339
2	0	3	18	111.394	2.428
2	0	3	19	115.709	2.146
2	0	3	20	91.272	2.272
2	0	3	21	137.482	2.116
2	0	3	22	121.309	2.415
2	0	3	23	83.667	1.868
2	0	3	24	99.470	2.211
2	0	3	25	138.650	2.113
2	0	3	26	104.376	2.291
2	0	3	27	118.792	2.131
2	0	3	28	93.910	2.077
2	0	3	29	99.255	2.195
2	0	3	30	99.906	2.269
2	0	3	31	88.762	3.107
2	0	4	0	134.927	2.293
2	0	4	1	144.394	2.411
2	0	4	2	140.081	2.157
2	0	4	3	152.845	2.229
2	0	4	4	107.514	2.264
2	0	4	5	123.843	2.536
2	0	4	6	141.063	2.379
2	0	4	7	137.954	2.362
2	0	4	8	138.653	2.793
2	0	4	9	159.198	2.648
2	0	4	10	125.895	2.715
2	0	4	11	137.694	2.480
2	0	4	12	97.566	2.692
2	0	4	13	135.562	2.694
2	0	4	14	153.282	2.980
2	0	4	15	145.779	3.302
2	0	4	16	151.919	4.258
2	0	4	17	186.408	2.620
2	0	4	18	140.741	2.383
2	0	4	19	168.416	2.224
2	0	4	20	140.157	2.480
2	0	4	21	115.185	2.551
2	0	4	22	204.362	2.522
2	0	4	23	172.895	2.123
2	0	4	24	146.365	2.448
2	0	4	25	152.098	2.317
2	0	4	26	197.518	2.280
2	0	4	27	146.350	2.202
2	0	4	28	105.024	2.245
2	0	4	29	117.357	2.111
2	0	4	30	169.776	2.081
2	0	4	31	168.573	3.836
2	0	5	0	127.870	1.891
2	0	5	1	86.656	2.071
2	0	5	2	190.261	2.273
2	0	5	3	140.559	2.093
2	0	5	4	135.995	2.363
2	0	5	5	143.023	2.363
2	0	5	6	165.278	2.420
2	0	5	7	112.857	2.454
2	0	5	8	148.750	2.266
2	0	5	9	130.705	2.391
2	0	5	10	124.806	2.478
2	0	5	11	147.730	2.356
2	0	5	12	90.911	2.476
2	0	5	13	112.601	2.641
2	0	5	14	168.896	2.917
2	0	5	15	138.648	3.052
2	0	5	16	115.008	4.618
2	0	5	17	168.126	2.258
2	0	5	18	128.580	2.353
2	0	5	19	123.226	2.619
2	0	5	20	145.844	2.490
2	0	5	21	139.860	2.285
2	0	5	22	143.450	2.491
2	0	5	23	153.828	2.283
2	0	5	24	134.602	2.225
2	0	5	25	131.553	2.395
2	0	5	26	113.694	2.325
2	0	5	27	117.738	2.302
2	0	5	28	176.678	2.404
2	0	5	29	153.511	2.179
2	0	5	30	83.876	1.906
2	0	5	31	204.577	3.599
2	1	0	0	127.370	3.518
2	1	0	1	135.824	2.376
2	1	0	2	142.010	2.339
2	1	0	3	130.087	2.305
2	1	0	4	130.536	2.614
2	1	0	5	116.806	2.332
2	1	0	6	147.594	2.541
2	1	0	7	105.139	2.579
2	1	0	8	154.049	3.954
2	1	0	9	126.099	3.575
2	1	0	10	149.433	3.160
2	1	0	11	153.352	2.863
2	1	0	12	116.856	2.824
2	1	0	13	169.102	2.933
2	1	0	14	113.418	3.253
2	1	0	15	153.235	4.467
2	1	0	16	151.297	5.031
2	1	0	17	133.861	2.656
2	1	0	18	147.315	2.255
2	1	0	19	169.629	2.768
2	1	0	20	133.160	3.122
2	1	0	21	120.529	3.605
2	1	0	22	110.589	3.818
2	1	0	23	175.946	4.032
2	1	0	24	130.153	2.870
2	1	0	25	130.721	2.285
2	1	0	26	116.349	2.449
2	1	0	27	106.062	2.417
2	1	0	28	128.879	2.494
2	1	0	29	104.097	2.281
2	1	0	30	136.215	2.368
2	1	0	31	112.989	4.269
2	1	1	0	59.383	1.953
2	1	1	1	116.631	1.944
2	1	1	2	91.262	2.124
2	1	1	3	78.879	2.343
2	1	1	4	118.923	2.377
2	1	1	5	52.977	2.050
2	1	1	6	117.415	2.551
2	1	1	7	124.814	2.286
2	1	1	8	109.501	3.200
2	1	1	9	122.754	2.724
2	1	1	10	97.549	2.579
2	1	1	11	78.189	2.364
2	1	1	12	136.040	2.710
2	1	1	13	81.684	2.875
2	1	1	14	89.168	3.226
2	1	1	15	77.921	4.060
2	1	1	16	102.290	4.387
2	1	1	17	111.219	2.706
2	1	1	18	92.487	2.408
2	1	1	19	121.571	2.370
2	1	1	20	123.085	1.981
2	1	1	21	124.649	2.544
2	1	1	22	104.459	2.446
2	1	1	23	67.144	1.887
2	1	1	24	73.702	2.222
2	1	1	25	139.838	2.377
2	1	1	26	132.027	2.325
2	1	1	27	139.136	2.560
2	1	1	28	98.438	3.111
2	1	1	29	124.107	2.819
2	1	1	30	68.915	2.334
2	1	1	31	71.856	3.544
2	1	2	0	100.700	2.392
2	1	2	1	81.246	1.904
2	1	2	2	129.385	2.046
2	1	2	3	101.484	2.302
2	1	2	4	102.199	2.160
2	1	2	5	110.353	2.383
2	1	2	6	153.249	2.149
2	1	2	7	104.002	2.170
2	1	2	8	109.630	3.121
2	1	2	9	90.595	2.580
2	1	2	10	136.824	2.373
2	1	2	11	90.781	2.471
2	1	2	12	98.758	2.423
2	1	2	13	95.386	2.842
2	1	2	14	170.963	3.269
2	1	2	15	55.220	3.096
2	1	2	16	136.496	3.584
2	1	2	17	75.690	1.996
2	1	2	18	91.733	2.198
2	1	2	19	103.757	2.402
2	1	2	20	106.083	2.108
2	1	2	21	119.182	2.535
2	1	2	22	117.278	3.019
2	1	2	23	131.857	2.391
2	1	2	24	104.804	2.069
2	1	2	25	108.208	2.104
2	1	2	26	141.507	1.917
2	1	2	27	142.489	2.318
2	1	2	28	130.600	2.203
2	1	2	29	123.642	2.263
2	1	2	30	113.390	2.130
2	1	2	31	135.523	3.196
2	1	3	0	103.913	2.186
2	1	3	1	128.725	2.138
2	1	3	2	71.514	1.908
2	1	3	3	104.294	2.212
2	1	3	4	117.576	2.222
2	1	3	5	111.577	2.427
2	1	3	6	74.637	2.004
2	1	3	7	77.255	2.220
2	1	3	8	113.740	2.583
2	1	3	9	81.021	2.464
2	1	3	10	100.683	2.443
2	1	3	11	96.133	2.625
2	1	3	12	124.773	2.636
2	1	3	13	91.338	2.592
2	1	3	14	90.059	3.066
2	1	3	15	88.885	3.700
2	1	3	16	92.159	4.154
2	1	3	17	105.283	2.594
2	1	3	18	74.800	1.893
2	1	3	19	152.167	2.094
2	1	3	20	112.125	2.337
2	1	3	21	115.864	2.031
2	1	3	22	114.105	2.276
2	1	3	23	129.930	2.004
2	1	3	24	167.249	2.343
2	1	3	25	96.279	2.286
2	1	3	26	134.873	2.116
